flood_case,source,threshold_key,threshold,n_valid,n_ref_water_excluded,tp,fp,fn,tn,csi,far,hr,cama_date,obs_date
KuroSiwo_273,modis,t25,0.25,489,328,5,208,10,266,0.02242152466367713,0.9765258215962441,0.3333333333333333,2018-03-11,2018-03-09
KuroSiwo_273,modis,t50,0.5,489,328,2,102,6,379,0.01818181818181818,0.9807692307692307,0.25,2018-03-11,2018-03-09
KuroSiwo_275,viirs,t05,0.05,849,111,429,300,28,92,0.5667107001321003,0.411522633744856,0.9387308533916849,2018-03-22,2018-03-25
KuroSiwo_275,viirs,t10,0.1,849,111,360,276,49,164,0.5255474452554745,0.4339622641509434,0.8801955990220048,2018-03-22,2018-03-25
KuroSiwo_275,viirs,t25,0.25,849,111,212,137,90,410,0.48291571753986334,0.39255014326647564,0.7019867549668874,2018-03-22,2018-03-25
KuroSiwo_275,viirs,t50,0.5,849,111,74,74,102,599,0.296,0.5,0.42045454545454547,2018-03-22,2018-03-25
KuroSiwo_275,gfm,t05,0.05,849,111,46,683,13,107,0.06199460916442048,0.9368998628257887,0.7796610169491526,2018-03-22,20180321
KuroSiwo_275,gfm,t10,0.1,849,111,8,628,6,207,0.012461059190031152,0.9874213836477987,0.5714285714285714,2018-03-22,20180321
KuroSiwo_275,gfm,t25,0.25,849,111,0,349,1,499,0.0,1.0,0.0,2018-03-22,20180321
KuroSiwo_275,gfm,t50,0.5,849,111,0,148,0,701,0.0,1.0,nan,2018-03-22,20180321
KuroSiwo_275,modis,t05,0.05,761,111,371,300,29,61,0.53,0.44709388971684055,0.9275,2018-03-22,2018-03-25
KuroSiwo_275,modis,t10,0.1,761,111,286,305,53,117,0.4440993788819876,0.5160744500846024,0.8436578171091446,2018-03-22,2018-03-25
KuroSiwo_275,modis,t25,0.25,761,111,150,195,79,337,0.35377358490566035,0.5652173913043478,0.6550218340611353,2018-03-22,2018-03-25
KuroSiwo_275,modis,t50,0.5,761,111,43,105,70,543,0.19724770642201836,0.7094594594594594,0.3805309734513274,2018-03-22,2018-03-25
KuroSiwo_277,viirs,t05,0.05,637,132,370,130,81,56,0.6368330464716007,0.26,0.8203991130820399,2018-03-27,2018-03-30
KuroSiwo_277,viirs,t10,0.1,637,132,252,150,133,102,0.47102803738317756,0.373134328358209,0.6545454545454545,2018-03-27,2018-03-30
KuroSiwo_277,viirs,t25,0.25,637,132,67,51,217,302,0.2,0.4322033898305085,0.23591549295774647,2018-03-27,2018-03-30
KuroSiwo_277,viirs,t50,0.5,637,132,13,24,175,425,0.06132075471698113,0.6486486486486487,0.06914893617021277,2018-03-27,2018-03-30
KuroSiwo_277,gfm,t05,0.05,633,132,128,368,26,111,0.24521072796934865,0.7419354838709677,0.8311688311688312,2018-03-27,20180327
KuroSiwo_277,gfm,t10,0.1,633,132,53,345,33,202,0.12296983758700696,0.8668341708542714,0.6162790697674418,2018-03-27,20180327
KuroSiwo_277,gfm,t25,0.25,633,132,1,113,0,519,0.008771929824561403,0.9912280701754386,1.0,2018-03-27,20180327
KuroSiwo_277,gfm,t50,0.5,633,132,0,33,0,600,0.0,1.0,nan,2018-03-27,20180327
KuroSiwo_277,modis,t05,0.05,620,132,164,322,38,96,0.31297709923664124,0.6625514403292181,0.8118811881188119,2018-03-27,2018-03-31
KuroSiwo_277,modis,t10,0.1,620,132,101,287,58,174,0.226457399103139,0.7396907216494846,0.6352201257861635,2018-03-27,2018-03-31
KuroSiwo_277,modis,t25,0.25,620,132,24,85,76,435,0.12972972972972974,0.7798165137614679,0.24,2018-03-27,2018-03-31
KuroSiwo_277,modis,t50,0.5,620,132,3,28,33,556,0.046875,0.9032258064516129,0.08333333333333333,2018-03-27,2018-03-31
KuroSiwo_279,viirs,t05,0.05,334,43,139,139,22,34,0.4633333333333333,0.5,0.8633540372670807,2018-04-13,2018-04-17
KuroSiwo_279,viirs,t10,0.1,334,43,99,145,24,66,0.3694029850746269,0.5942622950819673,0.8048780487804879,2018-04-13,2018-04-17
KuroSiwo_279,viirs,t25,0.25,334,43,31,99,47,157,0.1751412429378531,0.7615384615384615,0.3974358974358974,2018-04-13,2018-04-17
KuroSiwo_279,viirs,t50,0.5,334,43,2,86,36,210,0.016129032258064516,0.9772727272727273,0.05263157894736842,2018-04-13,2018-04-17
KuroSiwo_279,gfm,t05,0.05,331,42,3,272,3,53,0.01079136690647482,0.9890909090909091,0.5,2018-04-13,20180412
KuroSiwo_279,gfm,t10,0.1,331,42,0,241,1,89,0.0,1.0,0.0,2018-04-13,20180412
KuroSiwo_279,gfm,t25,0.25,331,42,0,130,0,201,0.0,1.0,nan,2018-04-13,20180412
KuroSiwo_279,gfm,t50,0.5,331,42,0,88,0,243,0.0,1.0,nan,2018-04-13,20180412
KuroSiwo_279,modis,t05,0.05,321,43,48,226,3,44,0.17328519855595667,0.8248175182481752,0.9411764705882353,2018-04-13,2018-04-18
KuroSiwo_279,modis,t10,0.1,321,43,35,207,8,71,0.14,0.8553719008264463,0.813953488372093,2018-04-13,2018-04-18
KuroSiwo_279,modis,t25,0.25,321,43,12,118,14,177,0.08333333333333333,0.9076923076923077,0.46153846153846156,2018-04-13,2018-04-18
KuroSiwo_279,modis,t50,0.5,321,43,0,88,9,224,0.0,1.0,0.0,2018-04-13,2018-04-18
KuroSiwo_321,viirs,t05,0.05,779,77,318,244,33,184,0.534453781512605,0.43416370106761565,0.905982905982906,2018-10-07,2018-10-12
KuroSiwo_321,viirs,t10,0.1,779,77,259,198,61,261,0.5,0.43326039387308535,0.809375,2018-10-07,2018-10-12
KuroSiwo_321,viirs,t25,0.25,779,77,130,124,107,418,0.3601108033240997,0.4881889763779528,0.5485232067510548,2018-10-07,2018-10-12
KuroSiwo_321,viirs,t50,0.5,779,77,24,116,76,563,0.1111111111111111,0.8285714285714286,0.24,2018-10-07,2018-10-12
KuroSiwo_321,gfm,t05,0.05,755,77,57,486,2,210,0.10458715596330276,0.8950276243093923,0.9661016949152542,2018-10-07,20181007
KuroSiwo_321,gfm,t10,0.1,755,77,14,426,2,313,0.03167420814479638,0.9681818181818181,0.875,2018-10-07,20181007
KuroSiwo_321,gfm,t25,0.25,755,77,0,243,0,512,0.0,1.0,nan,2018-10-07,20181007
KuroSiwo_321,gfm,t50,0.5,755,77,0,132,0,623,0.0,1.0,nan,2018-10-07,20181007
KuroSiwo_321,modis,t05,0.05,634,77,30,484,0,120,0.058365758754863814,0.9416342412451362,1.0,2018-10-07,2018-10-12
KuroSiwo_321,modis,t10,0.1,634,77,18,408,0,208,0.04225352112676056,0.9577464788732394,1.0,2018-10-07,2018-10-12
KuroSiwo_321,modis,t25,0.25,634,77,2,241,0,391,0.00823045267489712,0.9917695473251029,1.0,2018-10-07,2018-10-12
KuroSiwo_321,modis,t50,0.5,634,77,0,132,0,502,0.0,1.0,nan,2018-10-07,2018-10-12
KuroSiwo_324,viirs,t05,0.05,151,61,55,61,7,28,0.44715447154471544,0.5258620689655172,0.8870967741935484,2018-10-16,2018-10-21
KuroSiwo_324,viirs,t10,0.1,151,61,32,66,3,50,0.31683168316831684,0.673469387755102,0.9142857142857143,2018-10-16,2018-10-21
KuroSiwo_324,viirs,t25,0.25,151,61,8,45,4,94,0.14035087719298245,0.8490566037735849,0.6666666666666666,2018-10-16,2018-10-21
KuroSiwo_324,viirs,t50,0.5,151,61,2,10,4,135,0.125,0.8333333333333334,0.3333333333333333,2018-10-16,2018-10-21
KuroSiwo_324,gfm,t05,0.05,151,61,13,103,1,34,0.1111111111111111,0.8879310344827587,0.9285714285714286,2018-10-16,20181016
KuroSiwo_324,gfm,t10,0.1,151,61,3,95,1,52,0.030303030303030304,0.9693877551020408,0.75,2018-10-16,20181016
KuroSiwo_324,gfm,t25,0.25,151,61,0,53,0,98,0.0,1.0,nan,2018-10-16,20181016
KuroSiwo_324,gfm,t50,0.5,151,61,0,12,0,139,0.0,1.0,nan,2018-10-16,20181016
KuroSiwo_324,modis,t05,0.05,150,61,11,104,1,34,0.09482758620689655,0.9043478260869565,0.9166666666666666,2018-10-16,2018-10-21
KuroSiwo_324,modis,t10,0.1,150,61,8,89,1,52,0.08163265306122448,0.9175257731958762,0.8888888888888888,2018-10-16,2018-10-21
KuroSiwo_324,modis,t25,0.25,150,61,7,46,1,96,0.12962962962962962,0.8679245283018868,0.875,2018-10-16,2018-10-21
KuroSiwo_324,modis,t50,0.5,150,61,2,10,1,137,0.15384615384615385,0.8333333333333334,0.6666666666666666,2018-10-16,2018-10-21
KuroSiwo_411,viirs,t05,0.05,35,5,15,19,0,1,0.4411764705882353,0.5588235294117647,1.0,2019-11-25,2019-11-27
KuroSiwo_411,viirs,t10,0.1,35,5,8,26,0,1,0.23529411764705882,0.7647058823529411,1.0,2019-11-25,2019-11-27
KuroSiwo_411,viirs,t25,0.25,35,5,0,3,1,31,0.0,1.0,0.0,2019-11-25,2019-11-27
KuroSiwo_411,viirs,t50,0.5,35,5,0,1,0,34,0.0,1.0,nan,2019-11-25,2019-11-27
KuroSiwo_411,gfm,t05,0.05,33,2,0,32,0,1,0.0,1.0,nan,2019-11-25,20191124
KuroSiwo_411,gfm,t10,0.1,33,2,0,32,0,1,0.0,1.0,nan,2019-11-25,20191124
KuroSiwo_411,gfm,t25,0.25,33,2,0,3,0,30,0.0,1.0,nan,2019-11-25,20191124
KuroSiwo_411,gfm,t50,0.5,33,2,0,1,0,32,0.0,1.0,nan,2019-11-25,20191124
KuroSiwo_411,modis,t05,0.05,2,5,0,2,0,0,0.0,1.0,nan,2019-11-25,2019-11-25
KuroSiwo_411,modis,t10,0.1,2,5,0,2,0,0,0.0,1.0,nan,2019-11-25,2019-11-25
KuroSiwo_411,modis,t25,0.25,2,5,0,0,0,2,nan,nan,nan,2019-11-25,2019-11-25
KuroSiwo_411,modis,t50,0.5,2,5,0,0,0,2,nan,nan,nan,2019-11-25,2019-11-25
KuroSiwo_417,viirs,t05,0.05,150,39,44,47,12,47,0.42718446601941745,0.5164835164835165,0.7857142857142857,2019-12-23,2019-12-28
KuroSiwo_417,viirs,t10,0.1,150,39,25,46,11,68,0.3048780487804878,0.647887323943662,0.6944444444444444,2019-12-23,2019-12-28
KuroSiwo_417,viirs,t25,0.25,150,39,5,23,9,113,0.13513513513513514,0.8214285714285714,0.35714285714285715,2019-12-23,2019-12-28
KuroSiwo_417,viirs,t50,0.5,150,39,0,5,6,139,0.0,1.0,0.0,2019-12-23,2019-12-28
KuroSiwo_417,gfm,t05,0.05,150,39,17,74,5,54,0.17708333333333334,0.8131868131868132,0.7727272727272727,2019-12-23,20191223
KuroSiwo_417,gfm,t10,0.1,150,39,11,60,1,78,0.1527777777777778,0.8450704225352113,0.9166666666666666,2019-12-23,20191223
KuroSiwo_417,gfm,t25,0.25,150,39,1,27,0,122,0.03571428571428571,0.9642857142857143,1.0,2019-12-23,20191223
KuroSiwo_417,gfm,t50,0.5,150,39,0,5,0,145,0.0,1.0,nan,2019-12-23,20191223
KuroSiwo_417,modis,t05,0.05,136,39,19,69,9,39,0.1958762886597938,0.7840909090909091,0.6785714285714286,2019-12-23,2019-12-28
KuroSiwo_417,modis,t10,0.1,136,39,14,56,6,60,0.18421052631578946,0.8,0.7,2019-12-23,2019-12-28
KuroSiwo_417,modis,t25,0.25,136,39,5,23,7,101,0.14285714285714285,0.8214285714285714,0.4166666666666667,2019-12-23,2019-12-28
KuroSiwo_417,modis,t50,0.5,136,39,0,5,5,126,0.0,1.0,0.0,2019-12-23,2019-12-28
KuroSiwo_421,viirs,t05,0.05,409,117,27,342,5,35,0.07219251336898395,0.926829268292683,0.84375,2020-01-23,2020-01-24
KuroSiwo_421,viirs,t10,0.1,409,117,18,323,8,60,0.05157593123209169,0.9472140762463344,0.6923076923076923,2020-01-23,2020-01-24
KuroSiwo_421,viirs,t25,0.25,409,117,10,213,4,182,0.04405286343612335,0.9551569506726457,0.7142857142857143,2020-01-23,2020-01-24
KuroSiwo_421,viirs,t50,0.5,409,117,1,123,2,283,0.007936507936507936,0.9919354838709677,0.3333333333333333,2020-01-23,2020-01-24
KuroSiwo_421,gfm,t05,0.05,409,117,23,346,1,39,0.062162162162162166,0.9376693766937669,0.9583333333333334,2020-01-23,20200123
KuroSiwo_421,gfm,t10,0.1,409,117,11,330,5,63,0.031791907514450865,0.967741935483871,0.6875,2020-01-23,20200123
KuroSiwo_421,gfm,t25,0.25,409,117,0,223,1,185,0.0,1.0,0.0,2020-01-23,20200123
KuroSiwo_421,gfm,t50,0.5,409,117,0,124,0,285,0.0,1.0,nan,2020-01-23,20200123
KuroSiwo_421,modis,t05,0.05,142,117,1,124,0,17,0.008,0.992,1.0,2020-01-23,2020-01-18
KuroSiwo_421,modis,t10,0.1,142,117,1,113,0,28,0.008771929824561403,0.9912280701754386,1.0,2020-01-23,2020-01-18
KuroSiwo_421,modis,t25,0.25,142,117,0,59,0,83,0.0,1.0,nan,2020-01-23,2020-01-18
KuroSiwo_421,modis,t50,0.5,142,117,0,28,0,114,0.0,1.0,nan,2020-01-23,2020-01-18
KuroSiwo_427,viirs,t05,0.05,584,95,210,344,10,20,0.3723404255319149,0.6209386281588448,0.9545454545454546,2020-02-22,2020-02-19
KuroSiwo_427,viirs,t10,0.1,584,95,126,424,5,29,0.22702702702702704,0.7709090909090909,0.9618320610687023,2020-02-22,2020-02-19
KuroSiwo_427,viirs,t25,0.25,584,95,6,286,5,287,0.020202020202020204,0.9794520547945206,0.5454545454545454,2020-02-22,2020-02-19
KuroSiwo_427,viirs,t50,0.5,584,95,0,209,0,375,0.0,1.0,nan,2020-02-22,2020-02-19
KuroSiwo_427,gfm,t05,0.05,584,95,0,554,0,30,0.0,1.0,nan,2020-02-22,20200224
KuroSiwo_427,gfm,t10,0.1,584,95,0,550,0,34,0.0,1.0,nan,2020-02-22,20200224
KuroSiwo_427,gfm,t25,0.25,584,95,0,292,0,292,0.0,1.0,nan,2020-02-22,20200224
KuroSiwo_427,gfm,t50,0.5,584,95,0,209,0,375,0.0,1.0,nan,2020-02-22,20200224
KuroSiwo_427,modis,t05,0.05,181,95,31,144,1,5,0.17613636363636365,0.8228571428571428,0.96875,2020-02-22,2020-02-23
KuroSiwo_427,modis,t10,0.1,181,95,25,150,1,5,0.14204545454545456,0.8571428571428571,0.9615384615384616,2020-02-22,2020-02-23
KuroSiwo_427,modis,t25,0.25,181,95,0,46,11,124,0.0,1.0,0.0,2020-02-22,2020-02-23
KuroSiwo_427,modis,t50,0.5,181,95,0,17,5,159,0.0,1.0,0.0,2020-02-22,2020-02-23
KuroSiwo_437,viirs,t05,0.05,143,0,8,111,2,22,0.06611570247933884,0.9327731092436975,0.8,2020-05-13,2020-05-17
KuroSiwo_437,viirs,t10,0.1,143,0,2,94,1,46,0.020618556701030927,0.9791666666666666,0.6666666666666666,2020-05-13,2020-05-17
KuroSiwo_437,viirs,t25,0.25,143,0,0,38,1,104,0.0,1.0,0.0,2020-05-13,2020-05-17
KuroSiwo_437,viirs,t50,0.5,143,0,0,9,0,134,0.0,1.0,nan,2020-05-13,2020-05-17
KuroSiwo_437,gfm,t05,0.05,143,0,5,114,0,24,0.04201680672268908,0.957983193277311,1.0,2020-05-13,20200513
KuroSiwo_437,gfm,t10,0.1,143,0,1,95,0,47,0.010416666666666666,0.9895833333333334,1.0,2020-05-13,20200513
KuroSiwo_437,gfm,t25,0.25,143,0,0,38,0,105,0.0,1.0,nan,2020-05-13,20200513
KuroSiwo_437,gfm,t50,0.5,143,0,0,9,0,134,0.0,1.0,nan,2020-05-13,20200513
KuroSiwo_437,modis,t05,0.05,130,0,0,110,0,20,0.0,1.0,nan,2020-05-13,2020-05-18
KuroSiwo_437,modis,t10,0.1,130,0,0,89,0,41,0.0,1.0,nan,2020-05-13,2020-05-18
KuroSiwo_437,modis,t25,0.25,130,0,0,38,0,92,0.0,1.0,nan,2020-05-13,2020-05-18
KuroSiwo_437,modis,t50,0.5,130,0,0,9,0,121,0.0,1.0,nan,2020-05-13,2020-05-18
KuroSiwo_445,viirs,t05,0.05,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,viirs,t10,0.1,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,viirs,t25,0.25,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,viirs,t50,0.5,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,gfm,t05,0.05,0,0,0,0,0,0,nan,nan,nan,2020-06-26,20200624
KuroSiwo_445,gfm,t10,0.1,0,0,0,0,0,0,nan,nan,nan,2020-06-26,20200624
KuroSiwo_445,gfm,t25,0.25,0,0,0,0,0,0,nan,nan,nan,2020-06-26,20200624
KuroSiwo_445,gfm,t50,0.5,0,0,0,0,0,0,nan,nan,nan,2020-06-26,20200624
KuroSiwo_445,modis,t05,0.05,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,modis,t10,0.1,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,modis,t25,0.25,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_445,modis,t50,0.5,0,0,0,0,0,0,nan,nan,nan,2020-06-26,2020-06-26
KuroSiwo_470,viirs,t05,0.05,87,108,50,20,14,3,0.5952380952380952,0.2857142857142857,0.78125,2020-10-14,2020-10-13
KuroSiwo_470,viirs,t10,0.1,87,108,35,27,14,11,0.4605263157894737,0.43548387096774194,0.7142857142857143,2020-10-14,2020-10-13
KuroSiwo_470,viirs,t25,0.25,87,108,9,23,20,35,0.17307692307692307,0.71875,0.3103448275862069,2020-10-14,2020-10-13
KuroSiwo_470,viirs,t50,0.5,87,108,2,16,13,56,0.06451612903225806,0.8888888888888888,0.13333333333333333,2020-10-14,2020-10-13
KuroSiwo_470,gfm,t05,0.05,87,108,0,70,0,17,0.0,1.0,nan,2020-10-14,20201014
KuroSiwo_470,gfm,t10,0.1,87,108,0,62,0,25,0.0,1.0,nan,2020-10-14,20201014
KuroSiwo_470,gfm,t25,0.25,87,108,0,32,0,55,0.0,1.0,nan,2020-10-14,20201014
KuroSiwo_470,gfm,t50,0.5,87,108,0,18,0,69,0.0,1.0,nan,2020-10-14,20201014
KuroSiwo_470,modis,t05,0.05,77,108,39,22,11,5,0.5416666666666666,0.36065573770491804,0.78,2020-10-14,2020-10-13
KuroSiwo_470,modis,t10,0.1,77,108,20,33,10,14,0.31746031746031744,0.6226415094339622,0.6666666666666666,2020-10-14,2020-10-13
KuroSiwo_470,modis,t25,0.25,77,108,3,22,10,42,0.08571428571428572,0.88,0.23076923076923078,2020-10-14,2020-10-13
KuroSiwo_470,modis,t50,0.5,77,108,0,12,2,63,0.0,1.0,0.0,2020-10-14,2020-10-13
KuroSiwo_492,viirs,t05,0.05,48,0,0,30,0,18,0.0,1.0,nan,2021-01-02,2020-12-31
KuroSiwo_492,viirs,t10,0.1,48,0,0,28,0,20,0.0,1.0,nan,2021-01-02,2020-12-31
KuroSiwo_492,viirs,t25,0.25,48,0,0,1,0,47,0.0,1.0,nan,2021-01-02,2020-12-31
KuroSiwo_492,viirs,t50,0.5,48,0,0,0,0,48,nan,nan,nan,2021-01-02,2020-12-31
KuroSiwo_492,gfm,t05,0.05,48,0,3,27,0,18,0.1,0.9,1.0,2021-01-02,20210102
KuroSiwo_492,gfm,t10,0.1,48,0,0,28,0,20,0.0,1.0,nan,2021-01-02,20210102
KuroSiwo_492,gfm,t25,0.25,48,0,0,1,0,47,0.0,1.0,nan,2021-01-02,20210102
KuroSiwo_492,gfm,t50,0.5,48,0,0,0,0,48,nan,nan,nan,2021-01-02,20210102
KuroSiwo_492,modis,t05,0.05,44,0,2,27,0,15,0.06896551724137931,0.9310344827586207,1.0,2021-01-02,2021-01-07
KuroSiwo_492,modis,t10,0.1,44,0,1,26,0,17,0.037037037037037035,0.9629629629629629,1.0,2021-01-02,2021-01-07
KuroSiwo_492,modis,t25,0.25,44,0,0,1,0,43,0.0,1.0,nan,2021-01-02,2021-01-07
KuroSiwo_492,modis,t50,0.5,44,0,0,0,0,44,nan,nan,nan,2021-01-02,2021-01-07
KuroSiwo_496,gfm,t05,0.05,94,8,0,88,0,6,0.0,1.0,nan,2021-01-27,20210127
KuroSiwo_496,gfm,t10,0.1,94,8,0,84,0,10,0.0,1.0,nan,2021-01-27,20210127
KuroSiwo_496,gfm,t25,0.25,94,8,0,34,0,60,0.0,1.0,nan,2021-01-27,20210127
KuroSiwo_496,gfm,t50,0.5,94,8,0,14,0,80,0.0,1.0,nan,2021-01-27,20210127
KuroSiwo_496,modis,t05,0.05,30,8,1,28,0,1,0.034482758620689655,0.9655172413793104,1.0,2021-01-27,2021-01-26
KuroSiwo_496,modis,t10,0.1,30,8,1,28,0,1,0.034482758620689655,0.9655172413793104,1.0,2021-01-27,2021-01-26
KuroSiwo_496,modis,t25,0.25,30,8,0,3,1,26,0.0,1.0,0.0,2021-01-27,2021-01-26
KuroSiwo_496,modis,t50,0.5,30,8,0,1,0,29,0.0,1.0,nan,2021-01-27,2021-01-26
KuroSiwo_497,gfm,t05,0.05,2974,92,26,2710,1,237,0.009499451954694921,0.9904970760233918,0.9629629629629629,2021-02-03,20210203
KuroSiwo_497,gfm,t10,0.1,2974,92,3,2575,0,396,0.0011636927851047323,0.9988363072148952,1.0,2021-02-03,20210203
KuroSiwo_497,gfm,t25,0.25,2974,92,0,1923,0,1051,0.0,1.0,nan,2021-02-03,20210203
KuroSiwo_497,gfm,t50,0.5,2974,92,0,1399,0,1575,0.0,1.0,nan,2021-02-03,20210203
KuroSiwo_497,modis,t05,0.05,464,92,12,397,0,55,0.029339853300733496,0.9706601466992665,1.0,2021-02-03,2021-02-05
KuroSiwo_497,modis,t10,0.1,464,92,6,363,0,95,0.016260162601626018,0.983739837398374,1.0,2021-02-03,2021-02-05
KuroSiwo_497,modis,t25,0.25,464,92,1,232,0,231,0.004291845493562232,0.9957081545064378,1.0,2021-02-03,2021-02-05
KuroSiwo_497,modis,t50,0.5,464,92,0,116,0,348,0.0,1.0,nan,2021-02-03,2021-02-05
KuroSiwo_498,gfm,t05,0.05,316,0,26,211,1,78,0.1092436974789916,0.890295358649789,0.9629629629629629,2021-02-02,20210202
KuroSiwo_498,gfm,t10,0.1,316,0,13,146,4,153,0.07975460122699386,0.9182389937106918,0.7647058823529411,2021-02-02,20210202
KuroSiwo_498,gfm,t25,0.25,316,0,2,27,0,287,0.06896551724137931,0.9310344827586207,1.0,2021-02-02,20210202
KuroSiwo_498,gfm,t50,0.5,316,0,0,1,0,315,0.0,1.0,nan,2021-02-02,20210202
KuroSiwo_498,modis,t05,0.05,32,0,0,23,0,9,0.0,1.0,nan,2021-02-02,2021-02-03
KuroSiwo_498,modis,t10,0.1,32,0,0,18,0,14,0.0,1.0,nan,2021-02-02,2021-02-03
KuroSiwo_498,modis,t25,0.25,32,0,0,2,0,30,0.0,1.0,nan,2021-02-02,2021-02-03
KuroSiwo_498,modis,t50,0.5,32,0,0,0,0,32,nan,nan,nan,2021-02-02,2021-02-03
KuroSiwo_502,gfm,t05,0.05,505,44,2,388,5,110,0.005063291139240506,0.9948717948717949,0.2857142857142857,2021-02-23,20210223
KuroSiwo_502,gfm,t10,0.1,505,44,0,359,2,144,0.0,1.0,0.0,2021-02-23,20210223
KuroSiwo_502,gfm,t25,0.25,505,44,0,91,0,414,0.0,1.0,nan,2021-02-23,20210223
KuroSiwo_502,gfm,t50,0.5,505,44,0,31,0,474,0.0,1.0,nan,2021-02-23,20210223
KuroSiwo_502,modis,t05,0.05,230,44,3,184,2,41,0.015873015873015872,0.983957219251337,0.6,2021-02-23,2021-02-18
KuroSiwo_502,modis,t10,0.1,230,44,1,180,1,48,0.005494505494505495,0.994475138121547,0.5,2021-02-23,2021-02-18
KuroSiwo_502,modis,t25,0.25,230,44,0,59,0,171,0.0,1.0,nan,2021-02-23,2021-02-18
KuroSiwo_502,modis,t50,0.5,230,44,0,24,0,206,0.0,1.0,nan,2021-02-23,2021-02-18
KuroSiwo_518,gfm,t05,0.05,976,313,59,716,12,189,0.07496823379923762,0.9238709677419354,0.8309859154929577,2021-07-15,20210718
KuroSiwo_518,gfm,t10,0.1,976,313,15,655,7,299,0.022156573116691284,0.9776119402985075,0.6818181818181818,2021-07-15,20210718
KuroSiwo_518,gfm,t25,0.25,976,313,0,293,1,682,0.0,1.0,0.0,2021-07-15,20210718
KuroSiwo_518,gfm,t50,0.5,976,313,0,90,0,886,0.0,1.0,nan,2021-07-15,20210718
KuroSiwo_518,modis,t05,0.05,869,313,96,619,13,141,0.13186813186813187,0.8657342657342657,0.8807339449541285,2021-07-15,2021-07-18
KuroSiwo_518,modis,t10,0.1,869,313,59,576,16,218,0.09062980030721966,0.9070866141732283,0.7866666666666666,2021-07-15,2021-07-18
KuroSiwo_518,modis,t25,0.25,869,313,12,279,14,564,0.03934426229508197,0.9587628865979382,0.46153846153846156,2021-07-15,2021-07-18
KuroSiwo_518,modis,t50,0.5,869,313,1,88,4,776,0.010752688172043012,0.9887640449438202,0.2,2021-07-15,2021-07-18
KuroSiwo_520,gfm,t05,0.05,266,25,33,170,3,60,0.16019417475728157,0.8374384236453202,0.9166666666666666,2021-07-16,20210718
KuroSiwo_520,gfm,t10,0.1,266,25,9,178,2,77,0.047619047619047616,0.9518716577540107,0.8181818181818182,2021-07-16,20210718
KuroSiwo_520,gfm,t25,0.25,266,25,1,84,0,181,0.011764705882352941,0.9882352941176471,1.0,2021-07-16,20210718
KuroSiwo_520,gfm,t50,0.5,266,25,0,32,0,234,0.0,1.0,nan,2021-07-16,20210718
KuroSiwo_520,modis,t05,0.05,215,25,55,132,7,21,0.28350515463917525,0.7058823529411765,0.8870967741935484,2021-07-16,2021-07-18
KuroSiwo_520,modis,t10,0.1,215,25,36,144,4,31,0.1956521739130435,0.8,0.9,2021-07-16,2021-07-18
KuroSiwo_520,modis,t25,0.25,215,25,7,78,3,127,0.07954545454545454,0.9176470588235294,0.7,2021-07-16,2021-07-18
KuroSiwo_520,modis,t50,0.5,215,25,1,31,2,181,0.029411764705882353,0.96875,0.3333333333333333,2021-07-16,2021-07-18
KuroSiwo_554,gfm,t05,0.05,3367,2,645,2118,52,552,0.2291296625222025,0.7665580890336591,0.9253945480631277,2021-11-30,20211204
KuroSiwo_554,gfm,t10,0.1,3367,2,347,1769,87,1164,0.1575124829777576,0.8360113421550095,0.7995391705069125,2021-11-30,20211204
KuroSiwo_554,gfm,t25,0.25,3367,2,32,895,30,2410,0.03343782654127482,0.9654800431499461,0.5161290322580645,2021-11-30,20211204
KuroSiwo_554,gfm,t50,0.5,3367,2,0,282,0,3085,0.0,1.0,nan,2021-11-30,20211204
KuroSiwo_554,modis,t05,0.05,3354,2,898,1855,86,515,0.31630855935188446,0.6738103886669088,0.9126016260162602,2021-11-30,2021-12-04
KuroSiwo_554,modis,t10,0.1,3354,2,609,1499,182,1064,0.26593886462882094,0.711100569259962,0.7699115044247787,2021-11-30,2021-12-04
KuroSiwo_554,modis,t25,0.25,3354,2,243,679,259,2173,0.20575783234546993,0.7364425162689805,0.48406374501992033,2021-11-30,2021-12-04
KuroSiwo_554,modis,t50,0.5,3354,2,55,227,197,2875,0.11482254697286012,0.8049645390070922,0.21825396825396826,2021-11-30,2021-12-04
KuroSiwo_555,gfm,t05,0.05,635,6,22,440,0,173,0.047619047619047616,0.9523809523809523,1.0,2021-12-10,20211210
KuroSiwo_555,gfm,t10,0.1,635,6,0,377,0,258,0.0,1.0,nan,2021-12-10,20211210
KuroSiwo_555,gfm,t25,0.25,635,6,0,166,0,469,0.0,1.0,nan,2021-12-10,20211210
